,areacode_m,areaname_m,garea_large.areacode_l,garea_large.areaname_l,pref.pref_code,pref.pref_name
314,AREAM3012,調布,AREAL2273,府中・調布,PREF13,東京都
315,AREAM3078,聖蹟桜ヶ丘,AREAL2273,府中・調布,PREF13,東京都
316,AREAM3013,多摩センター,AREAL2923,町田・多摩,PREF13,東京都
317,AREAM2294,町田,AREAL2923,町田・多摩,PREF13,東京都
318,AREAM3077,鶴川,AREAL2923,町田・多摩,PREF13,東京都
319,AREAM2278,小金井,AREAL2278,小金井・国分寺・国立,PREF13,東京都
320,AREAM2279,小平,AREAL2278,小金井・国分寺・国立,PREF13,東京都
321,AREAM2280,国分寺,AREAL2278,小金井・国分寺・国立,PREF13,東京都
322,AREAM2281,国立,AREAL2278,小金井・国分寺・国立,PREF13,東京都
323,AREAM2286,立川,AREAL2286,立川・八王子・青梅,PREF13,東京都
324,AREAM3014,昭島,AREAL2286,立川・八王子・青梅,PREF13,東京都
325,AREAM2288,八王子,AREAL2286,立川・八王子・青梅,PREF13,東京都
326,AREAM3015,日野,AREAL2286,立川・八王子・青梅,PREF13,東京都
327,AREAM2290,青梅・小作,AREAL2286,立川・八王子・青梅,PREF13,東京都
328,AREAM3016,福生,AREAL2286,立川・八王子・青梅,PREF13,東京都
329,AREAM3017,あきる野,AREAL2286,立川・八王子・青梅,PREF13,東京都
330,AREAM2295,伊豆諸島・小笠原諸島,AREAL2295,伊豆諸島・小笠原諸島,PREF13,東京都
331,AREAM2302,川崎,AREAL2302,川崎・鶴見,PREF14,神奈川県
332,AREAM2348,鶴見,AREAL2302,川崎・鶴見,PREF14,神奈川県
333,AREAM2310,武蔵小杉・元住吉,AREAL2310,武蔵小杉・日吉・綱島,PREF14,神奈川県
334,AREAM2356,日吉・綱島,AREAL2310,武蔵小杉・日吉・綱島,PREF14,神奈川県
335,AREAM2398,白楽・反町,AREAL2310,武蔵小杉・日吉・綱島,PREF14,神奈川県
336,AREAM2354,新横浜,AREAL2354,新横浜・センター南・鴨居,PREF14,神奈川県
337,AREAM2358,センター北・南,AREAL2354,新横浜・センター南・鴨居,PREF14,神奈川県
338,AREAM2900,鴨居・十日市場,AREAL2354,新横浜・センター南・鴨居,PREF14,神奈川県
339,AREAM2360,上大岡・弘明寺,AREAL2360,上大岡・金沢文庫・新杉田,PREF14,神奈川県
340,AREAM3022,港南台・洋光台,AREAL2360,上大岡・金沢文庫・新杉田,PREF14,神奈川県
341,AREAM2362,磯子・新杉田,AREAL2360,上大岡・金沢文庫・新杉田,PREF14,神奈川県
342,AREAM3023,金沢文庫・八景島,AREAL2360,上大岡・金沢文庫・新杉田,PREF14,神奈川県
343,AREAM2372,横須賀・追浜,AREAL2372,横須賀・久里浜・三浦半島,PREF14,神奈川県
344,AREAM3024,久里浜・浦賀,AREAL2372,横須賀・久里浜・三浦半島,PREF14,神奈川県
345,AREAM3025,秋谷・大楠,AREAL2372,横須賀・久里浜・三浦半島,PREF14,神奈川県
346,AREAM2910,三浦,AREAL2372,横須賀・久里浜・三浦半島,PREF14,神奈川県
347,AREAM3027,葉山,AREAL2372,横須賀・久里浜・三浦半島,PREF14,神奈川県
348,AREAM2366,戸塚・東戸塚,AREAL2352,戸塚・東戸塚,PREF14,神奈川県
349,AREAM2374,鎌倉,AREAL2374,鎌倉・大船・逗子,PREF14,神奈川県
350,AREAM3026,逗子,AREAL2374,鎌倉・大船・逗子,PREF14,神奈川県
351,AREAM3028,大船,AREAL2374,鎌倉・大船・逗子,PREF14,神奈川県
352,AREAM2914,藤沢,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
353,AREAM3029,辻堂,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
354,AREAM3075,江ノ島・鵠沼,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
355,AREAM3076,湘南台・善行,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
356,AREAM2376,茅ヶ崎・寒川,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
357,AREAM2378,平塚,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
358,AREAM3030,大磯・二宮,AREAL2375,藤沢・茅ヶ崎・平塚,PREF14,神奈川県
359,AREAM3031,登戸・向ヶ丘遊園,AREAL2294,登戸・向ヶ丘遊園・新百合ヶ丘,PREF14,神奈川県
360,AREAM2306,新百合ヶ丘,AREAL2294,登戸・向ヶ丘遊園・新百合ヶ丘,PREF14,神奈川県
361,AREAM2352,保土ヶ谷・星川,AREAL2350,大和・中央林間・二俣川,PREF14,神奈川県
362,AREAM2350,二俣川,AREAL2350,大和・中央林間・二俣川,PREF14,神奈川県
363,AREAM2912,いずみ野・立場,AREAL2350,大和・中央林間・二俣川,PREF14,神奈川県
364,AREAM3035,大和・座間,AREAL2350,大和・中央林間・二俣川,PREF14,神奈川県
365,AREAM3036,中央林間・鶴間,AREAL2350,大和・中央林間・二俣川,PREF14,神奈川県
366,AREAM3032,相模大野,AREAL2293,相模大野・橋本・相模湖,PREF14,神奈川県
367,AREAM2384,橋本・相模原・古淵,AREAL2293,相模大野・橋本・相模湖,PREF14,神奈川県
368,AREAM2382,相模湖・津久井,AREAL2293,相模大野・橋本・相模湖,PREF14,神奈川県
369,AREAM3033,本厚木・厚木,AREAL2296,本厚木・海老名,PREF14,神奈川県
370,AREAM3034,海老名,AREAL2296,本厚木・海老名,PREF14,神奈川県
371,AREAM2922,秦野・渋沢・大井松田,AREAL2922,伊勢原・秦野・渋沢,PREF14,神奈川県
372,AREAM2924,愛甲石田・伊勢原,AREAL2922,伊勢原・秦野・渋沢,PREF14,神奈川県
373,AREAM2380,小田原・南足柄,AREAL2380,小田原・箱根・湯河原,PREF14,神奈川県
374,AREAM2392,箱根,AREAL2380,小田原・箱根・湯河原,PREF14,神奈川県
375,AREAM3037,強羅,AREAL2380,小田原・箱根・湯河原,PREF14,神奈川県
376,AREAM2926,湯河原・真鶴,AREAL2380,小田原・箱根・湯河原,PREF14,神奈川県
377,AREAM2402,大宮,AREAL2402,大宮・さいたま新都心,PREF11,埼玉県
378,AREAM2404,さいたま新都心・与野,AREAL2402,大宮・さいたま新都心,PREF11,埼玉県
379,AREAM2406,さいたま市北部,AREAL2402,大宮・さいたま新都心,PREF11,埼玉県
380,AREAM2410,浦和,AREAL2408,浦和,PREF11,埼玉県
381,AREAM2422,川口・東川口,AREAL2422,川口・蕨・戸田,PREF11,埼玉県
382,AREAM3042,蕨,AREAL2422,川口・蕨・戸田,PREF11,埼玉県
383,AREAM2470,戸田・戸田公園,AREAL2422,川口・蕨・戸田,PREF11,埼玉県
384,AREAM3079,越谷,AREAL2428,越谷・草加・春日部,PREF11,埼玉県
385,AREAM2428,草加,AREAL2428,越谷・草加・春日部,PREF11,埼玉県
386,AREAM2429,三郷・八潮,AREAL2428,越谷・草加・春日部,PREF11,埼玉県
387,AREAM2430,春日部,AREAL2428,越谷・草加・春日部,PREF11,埼玉県
388,AREAM3043,岩槻,AREAL2428,越谷・草加・春日部,PREF11,埼玉県
389,AREAM2454,飯能・日高,AREAL2453,秩父・長瀞・飯能,PREF11,埼玉県
390,AREAM2456,秩父・長瀞,AREAL2453,秩父・長瀞・飯能,PREF11,埼玉県
391,AREAM2426,上尾・蓮田,AREAL2442,上尾・熊谷・久喜,PREF11,埼玉県
392,AREAM2446,桶川・鴻巣,AREAL2442,上尾・熊谷・久喜,PREF11,埼玉県
393,AREAM2442,熊谷・行田,AREAL2442,上尾・熊谷・久喜,PREF11,埼玉県
394,AREAM3049,本庄・深谷,AREAL2442,上尾・熊谷・久喜,PREF11,埼玉県
395,AREAM2448,久喜・加須,AREAL2442,上尾・熊谷・久喜,PREF11,埼玉県
396,AREAM2502,千葉駅・蘇我,AREAL2502,千葉・幕張,PREF12,千葉県
397,AREAM2504,幕張,AREAL2502,千葉・幕張,PREF12,千葉県
398,AREAM3050,稲毛,AREAL2502,千葉・幕張,PREF12,千葉県
399,AREAM2508,海浜幕張,AREAL2502,千葉・幕張,PREF12,千葉県
400,AREAM2506,都賀・鎌取,AREAL2502,千葉・幕張,PREF12,千葉県
401,AREAM3051,本八幡,AREAL2524,市川・船橋・津田沼,PREF12,千葉県
402,AREAM2524,市川,AREAL2524,市川・船橋・津田沼,PREF12,千葉県
403,AREAM2530,船橋・西船橋,AREAL2524,市川・船橋・津田沼,PREF12,千葉県
404,AREAM2532,津田沼,AREAL2524,市川・船橋・津田沼,PREF12,千葉県
405,AREAM3052,北習志野,AREAL2524,市川・船橋・津田沼,PREF12,千葉県
406,AREAM3053,舞浜,AREAL2526,舞浜・浦安・行徳,PREF12,千葉県
407,AREAM2526,浦安,AREAL2526,舞浜・浦安・行徳,PREF12,千葉県
408,AREAM2528,南船橋・新習志野,AREAL2526,舞浜・浦安・行徳,PREF12,千葉県
409,AREAM2522,行徳・原木,AREAL2526,舞浜・浦安・行徳,PREF12,千葉県
410,AREAM2612,高崎,AREAL2601,高崎,PREF10,群馬県
411,AREAM3061,前橋,AREAL2607,前橋,PREF10,群馬県
412,AREAM2615,桐生・みどり市,AREAL2606,桐生・みどり市,PREF10,群馬県
413,AREAM3062,太田,AREAL2608,太田・館林・大泉,PREF10,群馬県
414,AREAM2616,館林・大泉・明和,AREAL2608,太田・館林・大泉,PREF10,群馬県
415,AREAM2602,草津,AREAL2600,草津・東吾妻・嬬恋,PREF10,群馬県
416,AREAM2603,東吾妻・中之条・高山,AREAL2600,草津・東吾妻・嬬恋,PREF10,群馬県
417,AREAM2604,嬬恋・長野原,AREAL2600,草津・東吾妻・嬬恋,PREF10,群馬県
418,AREAM2605,沼田・みなかみ・片品,AREAL2602,沼田・みなかみ・片品,PREF10,群馬県
419,AREAM3063,宇都宮,AREAL2700,宇都宮,PREF09,栃木県
420,AREAM2712,小山・下野,AREAL2703,小山・下野,PREF09,栃木県
421,AREAM2717,真岡,AREAL2704,真岡・益子・芳賀,PREF09,栃木県
422,AREAM2718,益子・市貝・芳賀,AREAL2704,真岡・益子・芳賀,PREF09,栃木県
423,AREAM2719,鹿沼,AREAL2705,鹿沼・栃木市・壬生,PREF09,栃木県
424,AREAM3066,栃木市・壬生,AREAL2705,鹿沼・栃木市・壬生,PREF09,栃木県
425,AREAM3064,佐野,AREAL2701,佐野,PREF09,栃木県
426,AREAM3065,足利,AREAL2706,足利,PREF09,栃木県
427,AREAM2722,日光,AREAL2702,日光・鬼怒川,PREF09,栃木県
428,AREAM3068,鬼怒川,AREAL2702,日光・鬼怒川,PREF09,栃木県
429,AREAM2720,さくら市・高根沢,AREAL2707,さくら市・高根沢,PREF09,栃木県
430,AREAM2721,那須烏山・那珂川,AREAL2708,那須烏山・那珂川,PREF09,栃木県
431,AREAM3067,那須塩原・塩原温泉,AREAL2709,那須塩原・大田原・矢板,PREF09,栃木県
432,AREAM2723,黒磯,AREAL2709,那須塩原・大田原・矢板,PREF09,栃木県
433,AREAM2724,那須町・那須高原,AREAL2709,那須塩原・大田原・矢板,PREF09,栃木県
434,AREAM2725,大田原,AREAL2709,那須塩原・大田原・矢板,PREF09,栃木県
435,AREAM2726,矢板・塩谷,AREAL2709,那須塩原・大田原・矢板,PREF09,栃木県
436,AREAM2812,水戸,AREAL2800,水戸,PREF08,茨城県
437,AREAM2804,笠間・城里,AREAL2804,笠間・大洗,PREF08,茨城県
438,AREAM2805,小美玉・茨城町,AREAL2804,笠間・大洗,PREF08,茨城県
439,AREAM2806,大洗,AREAL2804,笠間・大洗,PREF08,茨城県
440,AREAM3069,ひたちなか・勝田,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
441,AREAM3070,那珂・東海村,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
442,AREAM2802,日立,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
443,AREAM2803,高萩・北茨城,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
444,AREAM2808,常陸太田,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
445,AREAM2807,常陸大宮・大子,AREAL2801,ひたちなか・日立・常陸大宮,PREF08,茨城県
446,AREAM3073,古河,AREAL2806,県西地域,PREF08,茨城県
447,AREAM3074,筑西・結城・桜川,AREAL2806,県西地域,PREF08,茨城県
448,AREAM2811,下妻・坂東・常総,AREAL2806,県西地域,PREF08,茨城県
449,AREAM2832,鹿嶋・潮来,AREAL2803,鹿行地域,PREF08,茨城県
450,AREAM2813,鉾田・行方,AREAL2803,鹿行地域,PREF08,茨城県
451,AREAM6606,燕市・弥彦,AREAL6607,燕市・三条市,PREF15,新潟県
452,AREAM6622,長岡,AREAL6602,長岡・見附・小千谷,PREF15,新潟県
453,AREAM6624,三条市・燕三条・加茂,AREAL6607,燕市・三条市,PREF15,新潟県
454,AREAM6625,見附,AREAL6602,長岡・見附・小千谷,PREF15,新潟県
455,AREAM6623,小千谷,AREAL6602,長岡・見附・小千谷,PREF15,新潟県
456,AREAM6602,新潟市中央区,AREAL6600,新潟市,PREF15,新潟県
457,AREAM6601,新潟市江南区・秋葉区・南区,AREAL6600,新潟市,PREF15,新潟県
458,AREAM6603,新潟市西区,AREAL6600,新潟市,PREF15,新潟県
459,AREAM6604,新潟市西蒲区,AREAL6600,新潟市,PREF15,新潟県
460,AREAM6607,新潟市東区・北区,AREAL6600,新潟市,PREF15,新潟県
461,AREAM6612,村上・関川,AREAL6604,村上・関川,PREF15,新潟県
462,AREAM6925,新発田・胎内,AREAL6601,新発田・胎内,PREF15,新潟県
463,AREAM6605,五泉・阿賀野・阿賀,AREAL6605,五泉・阿賀野・阿賀,PREF15,新潟県
464,AREAM6608,魚沼,AREAL6608,魚沼,PREF15,新潟県
465,AREAM6609,十日町・津南,AREAL6609,十日町・津南,PREF15,新潟県
466,AREAM6610,南魚沼・湯沢,AREAL6610,南魚沼・湯沢,PREF15,新潟県
467,AREAM6926,柏崎,AREAL6611,柏崎,PREF15,新潟県
468,AREAM6615,糸魚川,AREAL6615,糸魚川,PREF15,新潟県
469,AREAM6632,上越市,AREAL6613,上越市,PREF15,新潟県
470,AREAM6614,妙高,AREAL6614,妙高,PREF15,新潟県
471,AREAM6642,佐渡,AREAL6603,佐渡,PREF15,新潟県
472,AREAM6702,富山市,AREAL6700,富山市,PREF16,富山県
473,AREAM6703,立山・上市,AREAL6703,立山・上市,PREF16,富山県
474,AREAM6711,滑川・魚津,AREAL6701,滑川・魚津・黒部,PREF16,富山県
475,AREAM6712,黒部・入善・朝日町,AREAL6701,滑川・魚津・黒部,PREF16,富山県
476,AREAM6722,高岡,AREAL6702,高岡,PREF16,富山県
477,AREAM6704,砺波・南砺,AREAL6704,砺波・南砺,PREF16,富山県
478,AREAM6705,射水,AREAL6705,射水,PREF16,富山県
479,AREAM6706,小矢部,AREAL6706,小矢部,PREF16,富山県
480,AREAM6927,氷見,AREAL6707,氷見,PREF16,富山県
481,AREAM6930,金沢,AREAL6800,金沢・野々市・かほく,PREF17,石川県
482,AREAM6806,野々市,AREAL6800,金沢・野々市・かほく,PREF17,石川県
483,AREAM6805,かほく・津幡・内灘,AREAL6800,金沢・野々市・かほく,PREF17,石川県
484,AREAM6822,七尾・和倉温泉・羽咋,AREAL6802,能登・和倉温泉・輪島,PREF17,石川県
485,AREAM6832,輪島・珠洲・穴水,AREAL6802,能登・和倉温泉・輪島,PREF17,石川県
486,AREAM6812,加賀・小松,AREAL6801,加賀・小松・白山,PREF17,石川県
487,AREAM6842,白山・松任,AREAL6801,加賀・小松・白山,PREF17,石川県
488,AREAM6902,福井市,AREAL6900,福井市,PREF18,福井県
489,AREAM6913,勝山,AREAL6903,奥越,PREF18,福井県
490,AREAM6914,大野,AREAL6903,奥越,PREF18,福井県
491,AREAM6912,坂井・あわら・永平寺,AREAL6904,坂井・あわら・永平寺,PREF18,福井県
492,AREAM6917,鯖江・越前町,AREAL6901,鯖江・越前市・南越前,PREF18,福井県
493,AREAM6916,越前市,AREAL6901,鯖江・越前市・南越前,PREF18,福井県
494,AREAM6915,南越前・池田町,AREAL6901,鯖江・越前市・南越前,PREF18,福井県
495,AREAM6922,敦賀・若狭・美浜,AREAL6902,敦賀・若狭・美浜,PREF18,福井県
496,AREAM6928,小浜,AREAL6905,小浜,PREF18,福井県
497,AREAM4102,名駅,AREAL4102,名古屋駅,PREF23,愛知県
498,AREAM4262,守山区,AREAL4262,大曽根・北区・西区,PREF23,愛知県
499,AREAM4264,北区,AREAL4262,大曽根・北区・西区,PREF23,愛知県
500,AREAM4266,西区,AREAL4262,大曽根・北区・西区,PREF23,愛知県
501,AREAM4302,一宮,AREAL4301,一宮・江南,PREF23,愛知県
502,AREAM4303,小牧,AREAL4302,春日井・小牧,PREF23,愛知県
503,AREAM4837,大曽根,AREAL4262,大曽根・北区・西区,PREF23,愛知県
504,AREAM4841,江南,AREAL4301,一宮・江南,PREF23,愛知県
505,AREAM4842,春日井,AREAL4302,春日井・小牧,PREF23,愛知県
506,AREAM4843,犬山,AREAL4302,春日井・小牧,PREF23,愛知県
507,AREAM4875,初生・高丘周辺,AREAL4832,浜松・浜名湖,PREF22,静岡県
508,AREAM4876,幸・住吉・上島周辺,AREAL4832,浜松・浜名湖,PREF22,静岡県
509,AREAM4877,その他浜松市,AREAL4832,浜松・浜名湖,PREF22,静岡県
510,AREAM4836,浜松駅周辺,AREAL4832,浜松・浜名湖,PREF22,静岡県
511,AREAM4108,その他の中村区,AREAL4102,名古屋駅,PREF23,愛知県
512,AREAM4874,浜北,AREAL4832,浜松・浜名湖,PREF22,静岡県
513,AREAM4835,浜松市天竜区,AREAL4832,浜松・浜名湖,PREF22,静岡県
514,AREAM4868,浜名湖・湖西,AREAL4832,浜松・浜名湖,PREF22,静岡県
515,AREAM4122,栄周辺,AREAL4122,栄周辺,PREF23,愛知県
516,AREAM4142,丸の内・市役所,AREAL4142,（名古屋）伏見・丸の内,PREF23,愛知県
517,AREAM4144,（名古屋）伏見,AREAL4142,（名古屋）伏見・丸の内,PREF23,愛知県
518,AREAM4162,新栄・CBC,AREAL4162,新栄・CBC・東区,PREF23,愛知県
519,AREAM4166,白壁・東区役所,AREAL4162,新栄・CBC・東区,PREF23,愛知県
520,AREAM4182,金山・東別院,AREAL4182,金山・大須・熱田区,PREF23,愛知県
521,AREAM4184,大須・上前津・鶴舞,AREAL4182,金山・大須・熱田区,PREF23,愛知県
522,AREAM4186,熱田区,AREAL4182,金山・大須・熱田区,PREF23,愛知県
523,AREAM4202,千種・今池・池下,AREAL4202,千種区・名東区,PREF23,愛知県
524,AREAM4204,覚王山・東山公園,AREAL4202,千種区・名東区,PREF23,愛知県
525,AREAM4206,星ヶ丘・一社,AREAL4202,千種区・名東区,PREF23,愛知県
526,AREAM4208,名東区・藤が丘,AREAL4202,千種区・名東区,PREF23,愛知県
527,AREAM4222,天白区,AREAL4222,昭和区・瑞穂区・天白区,PREF23,愛知県
528,AREAM4224,瑞穂区,AREAL4222,昭和区・瑞穂区・天白区,PREF23,愛知県
529,AREAM4226,昭和区,AREAL4222,昭和区・瑞穂区・天白区,PREF23,愛知県
530,AREAM4242,中川区,AREAL4242,中川区・港区・南区・緑区,PREF23,愛知県
531,AREAM4244,緑区,AREAL4242,中川区・港区・南区・緑区,PREF23,愛知県
532,AREAM4246,港区,AREAL4242,中川区・港区・南区・緑区,PREF23,愛知県
533,AREAM4248,南区,AREAL4242,中川区・港区・南区・緑区,PREF23,愛知県
534,AREAM4272,豊田,AREAL4271,豊田,PREF23,愛知県
535,AREAM4838,岡崎,AREAL4272,岡崎・刈谷・安城,PREF23,愛知県
536,AREAM4274,刈谷,AREAL4272,岡崎・刈谷・安城,PREF23,愛知県
537,AREAM4839,安城,AREAL4272,岡崎・刈谷・安城,PREF23,愛知県
538,AREAM4840,西三河,AREAL4272,岡崎・刈谷・安城,PREF23,愛知県
539,AREAM4844,尾張旭,AREAL4304,尾張・長久手・日進,PREF23,愛知県
540,AREAM4304,長久手・日進,AREAL4304,尾張・長久手・日進,PREF23,愛知県
541,AREAM4845,稲沢,AREAL4306,稲沢・津島・あま市,PREF23,愛知県
542,AREAM4306,津島・あま市,AREAL4306,稲沢・津島・あま市,PREF23,愛知県
543,AREAM4312,大府・東海,AREAL4312,大府・東海・知多半島,PREF23,愛知県
544,AREAM4846,常滑・知多半島,AREAL4312,大府・東海・知多半島,PREF23,愛知県
545,AREAM4847,半田,AREAL4312,大府・東海・知多半島,PREF23,愛知県
546,AREAM4322,蒲郡・東三河,AREAL4322,蒲郡・東三河・豊橋,PREF23,愛知県
547,AREAM4288,豊橋,AREAL4322,蒲郡・東三河・豊橋,PREF23,愛知県
548,AREAM4502,岐阜市,AREAL4500,岐阜市,PREF21,岐阜県
549,AREAM4504,各務原,AREAL4501,各務原・大垣・羽島,PREF21,岐阜県
550,AREAM4506,大垣・海津,AREAL4501,各務原・大垣・羽島,PREF21,岐阜県
551,AREAM4503,羽島,AREAL4501,各務原・大垣・羽島,PREF21,岐阜県
552,AREAM4505,本巣・池田・揖斐川,AREAL4501,各務原・大垣・羽島,PREF21,岐阜県
553,AREAM4507,可児・美濃加茂・白川,AREAL4504,可児・美濃加茂・関,PREF21,岐阜県
554,AREAM4512,関・美濃,AREAL4504,可児・美濃加茂・関,PREF21,岐阜県
555,AREAM4508,郡上,AREAL4504,可児・美濃加茂・関,PREF21,岐阜県
556,AREAM4510,多治見,AREAL4502,多治見・瑞浪・中津川,PREF21,岐阜県
557,AREAM4511,瑞浪,AREAL4502,多治見・瑞浪・中津川,PREF21,岐阜県
558,AREAM4509,中津川・恵那,AREAL4502,多治見・瑞浪・中津川,PREF21,岐阜県
559,AREAM4522,飛騨・高山,AREAL4503,飛騨・高山,PREF21,岐阜県
560,AREAM4848,下呂,AREAL4505,下呂,PREF21,岐阜県
561,AREAM4602,四日市,AREAL4600,四日市,PREF24,三重県
562,AREAM4849,桑名・いなべ,AREAL4602,桑名・いなべ,PREF24,三重県
563,AREAM4850,鈴鹿,AREAL4603,鈴鹿,PREF24,三重県
564,AREAM4605,亀山,AREAL4605,亀山・伊賀・名張,PREF24,三重県
565,AREAM4609,伊賀,AREAL4605,亀山・伊賀・名張,PREF24,三重県
566,AREAM4610,名張,AREAL4605,亀山・伊賀・名張,PREF24,三重県
567,AREAM4604,津,AREAL4604,津・松阪,PREF24,三重県
568,AREAM4608,松阪,AREAL4604,津・松阪,PREF24,三重県
569,AREAM4611,明和・玉城,AREAL4601,伊勢・鳥羽・志摩,PREF24,三重県
570,AREAM4612,伊勢,AREAL4601,伊勢・鳥羽・志摩,PREF24,三重県
571,AREAM4852,鳥羽・志摩,AREAL4601,伊勢・鳥羽・志摩,PREF24,三重県
572,AREAM4607,熊野・御浜・紀宝,AREAL4606,熊野・尾鷲・大紀,PREF24,三重県
573,AREAM4606,尾鷲・大紀・大台,AREAL4606,熊野・尾鷲・大紀,PREF24,三重県
574,AREAM4702,長野市,AREAL4700,長野・須坂・信濃,PREF20,長野県
575,AREAM4703,須坂・小布施,AREAL4700,長野・須坂・信濃,PREF20,長野県
576,AREAM4701,信濃・飯綱,AREAL4700,長野・須坂・信濃,PREF20,長野県
577,AREAM4704,千曲・坂城,AREAL4704,千曲・坂城,PREF20,長野県
578,AREAM4853,飯山・中野・志賀高原,AREAL4705,飯山・中野・志賀高原,PREF20,長野県
579,AREAM4732,軽井沢,AREAL4732,軽井沢,PREF20,長野県
580,AREAM4707,小諸・御代田,AREAL4707,小諸・御代田,PREF20,長野県
581,AREAM4854,上田・東御・長和,AREAL4701,上田・東御・長和,PREF20,長野県
582,AREAM4855,佐久・小海・川上,AREAL4708,佐久・小海・川上,PREF20,長野県
583,AREAM4712,松本,AREAL4702,松本,PREF20,長野県
584,AREAM4709,白馬・大町,AREAL4709,白馬・大町,PREF20,長野県
585,AREAM4710,安曇野・筑北,AREAL4710,安曇野・筑北,PREF20,長野県
586,AREAM4711,塩尻・山形村,AREAL4711,塩尻・山形村,PREF20,長野県
587,AREAM4708,木曽・大桑・南木曽,AREAL4712,木曽・大桑・南木曽,PREF20,長野県
588,AREAM4722,岡谷・諏訪・茅野,AREAL4703,岡谷・諏訪・茅野,PREF20,長野県
589,AREAM4713,伊那・箕輪・辰野,AREAL4713,伊那・箕輪・辰野,PREF20,長野県
590,AREAM4714,駒ケ根・飯島・中川,AREAL4714,駒ケ根・飯島・中川,PREF20,長野県
591,AREAM4715,飯田・大鹿・根羽,AREAL4715,飯田・大鹿・根羽,PREF20,長野県
592,AREAM4762,甲府,AREAL4751,甲府,PREF19,山梨県
593,AREAM4763,甲州・山梨市・笛吹,AREAL4752,甲州・山梨市・笛吹,PREF19,山梨県
594,AREAM4766,早川・身延・南部町,AREAL4753,早川・身延・南部町,PREF19,山梨県
595,AREAM4764,甲斐・韮崎・南アルプス,AREAL4754,甲斐・韮崎・南アルプス,PREF19,山梨県
596,AREAM4765,大月・上野原・都留,AREAL4755,大月・上野原・都留,PREF19,山梨県
597,AREAM4752,河口湖・富士吉田・山中湖,AREAL4750,河口湖・富士吉田・山中湖,PREF19,山梨県
598,AREAM4808,熱海,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
599,AREAM4807,函南,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
600,AREAM4858,伊豆の国,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
601,AREAM4857,修善寺,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
602,AREAM4856,伊豆,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
603,AREAM4802,伊東,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
604,AREAM4806,下田・東伊豆,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
605,AREAM4859,西伊豆・南伊豆,AREAL4800,熱海・伊豆・下田,PREF22,静岡県
606,AREAM4812,三島,AREAL4812,三島・沼津・御殿場,PREF22,静岡県
607,AREAM4816,沼津,AREAL4812,三島・沼津・御殿場,PREF22,静岡県
608,AREAM4861,裾野,AREAL4812,三島・沼津・御殿場,PREF22,静岡県
609,AREAM4860,御殿場,AREAL4812,三島・沼津・御殿場,PREF22,静岡県
610,AREAM4818,富士市,AREAL4842,富士市・富士宮,PREF22,静岡県
611,AREAM4862,富士宮,AREAL4842,富士市・富士宮,PREF22,静岡県
612,AREAM4826,静岡,AREAL4822,静岡・清水,PREF22,静岡県
613,AREAM4827,清水,AREAL4822,静岡・清水,PREF22,静岡県
614,AREAM4822,藤枝,AREAL4851,島田・藤枝・焼津,PREF22,静岡県
615,AREAM4863,焼津,AREAL4851,島田・藤枝・焼津,PREF22,静岡県
616,AREAM4871,牧之原・吉田,AREAL4851,島田・藤枝・焼津,PREF22,静岡県
617,AREAM4864,島田,AREAL4851,島田・藤枝・焼津,PREF22,静岡県
618,AREAM4872,川根本町,AREAL4851,島田・藤枝・焼津,PREF22,静岡県
619,AREAM4870,御前崎,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
620,AREAM4865,菊川,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
621,AREAM4832,掛川,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
622,AREAM4866,袋井,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
623,AREAM4867,磐田,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
624,AREAM4873,森町,AREAL4852,磐田・袋井・掛川,PREF22,静岡県
625,AREAM3162,心斎橋,AREAL3162,心斎橋,PREF27,大阪府
626,AREAM3182,淀屋橋,AREAL3182,淀屋橋・本町・北浜,PREF27,大阪府
627,AREAM3184,北浜,AREAL3182,淀屋橋・本町・北浜,PREF27,大阪府
628,AREAM3186,肥後橋,AREAL3182,淀屋橋・本町・北浜,PREF27,大阪府
